sentence_id,doc_id,sentence_text,vote_count_boilerplate,vote_count_substantive,is_disagreement,judge_label_gpt5_4_mini,judge_label_sonnet4_6,judge_label_qwen3_4b,judge_reason_gpt5_4_mini,judge_reason_sonnet4_6,judge_reason_qwen3_4b,audit_override_label,audit_note,audit_judge_signature
1867,AMD_Q3-2024,So the second half of the year is usually stronger than the first half of the year.,0,3,False,substantive,substantive,substantive,Describes seasonal business pattern.,Describes a seasonal business pattern relevant to financial performance expectations.,General market expectation about seasonal performance,,,97b0d184f0de48d6a9320516c2098834525789a4
54953,WFC_Q4-2023,"And really, the allowance I would -- allowance coverage ratio, I would pay attention to on the slide is our CIB CRE office portfolio, which is close to 11%.",0,3,False,substantive,substantive,substantive,Points to a specific portfolio metric.,"Directs attention to a specific allowance coverage ratio (~11%) for the CIB CRE office portfolio, material financial/risk data.",Specific financial metric and portfolio detail,,,97b0d184f0de48d6a9320516c2098834525789a4
39399,JPM_Q2-2025,"But no, I don't think you should automatically say it's going to increase your returns.",0,3,False,substantive,substantive,substantive,Gives guidance on returns and expectations.,"Provides a specific view on returns expectations, substantive guidance/commentary on capital allocation outcomes.","Expresses management's view on return implications, a business decision assessment",,,97b0d184f0de48d6a9320516c2098834525789a4
23251,FDX_Q3-2025,"Sorry, I know there's a couple in there.",3,0,False,boilerplate,boilerplate,boilerplate,Generic conversational filler.,Conversational filler with no business content.,Pronoun-heavy filler without business content,,,97b0d184f0de48d6a9320516c2098834525789a4
11825,C_Q1-2025,"Do you feel good, better, worse on sort of your NII outlook for this year?",0,3,False,substantive,substantive,substantive,Business-related question about NII outlook.,Direct business question about NII outlook for the year.,Direct question about NII outlook for this year,,,97b0d184f0de48d6a9320516c2098834525789a4
40305,JPM_Q3-2025,"And I think for us, running a company of this type, we need to make sure we stay anchored in like facts and reality and tangible outcomes.",0,3,False,substantive,substantive,substantive,Discusses management approach and operating principles.,"Management statement about operational philosophy and commitment to fact-based, outcome-driven decision-making.",Reflects on company operations and tangible outcomes,,,97b0d184f0de48d6a9320516c2098834525789a4
7984,BLK_Q2-2024,"From winning our first client to serving millions of investors today, Aladdin has been the technological foundation for how we deliver our clients across our platform.",0,3,False,substantive,substantive,substantive,Describes Aladdin's role and client reach.,"Describes Aladdin's business history, client growth, and strategic role as the technological foundation of the platform.",Describes Aladdin's role in client delivery across platform,,,97b0d184f0de48d6a9320516c2098834525789a4
49829,PLTR_Q2-2024,The second one is not just Warp Speed but also all this American industrialization.,0,3,False,substantive,substantive,substantive,Discusses industrialization strategy.,"References specific business/policy themes (Warp Speed, American industrialization) as factors relevant to the company's context.",Mentions specific business context (American industrialization) and product (Warp Speed),,,97b0d184f0de48d6a9320516c2098834525789a4
44186,NKE_Q3-2026,"By the end of the tournament, we will have elevated our presentation in more than 5,000 football doors around the world with wholesale partners and NIKE Direct because winning in football goes beyond winning the World Cup.",0,3,False,substantive,substantive,substantive,Describes product and distribution progress.,"Describes specific operational plan to elevate presence in 5,000+ football doors globally through wholesale and direct channels tied to World Cup strategy.",Specifics about global presentation rollout with partners,,,97b0d184f0de48d6a9320516c2098834525789a4
54766,WFC_Q4-2023,We are planning to hire more bankers and advisers to grow our Wells Fargo Premier offering to our affluent clients.,0,3,False,substantive,substantive,substantive,States a hiring plan tied to business growth.,States a specific hiring and growth plan for the Wells Fargo Premier affluent client offering.,Plans to hire bankers/advisers for Wells Fargo Premier offering (specific action tied to business strategy),,,97b0d184f0de48d6a9320516c2098834525789a4
42840,NKE_Q2-2025,"So let me hit the fields of play, and we have a number of fields of play, and we have a sharp focus on 5.",0,3,False,substantive,substantive,substantive,Describes strategic focus across business areas.,Previews a specific strategic framework ('fields of play') and signals a focused discussion on 5 key areas.,Identifies specific business focus areas,,,97b0d184f0de48d6a9320516c2098834525789a4
53149,WFC_Q2-2024,"The loss rates have gone up maybe a little more than some peers, not as much as from others, obviously in line with what you were targeting.",0,3,False,substantive,substantive,substantive,Comments on loss rate trends versus peers.,"Discusses loss rate trends relative to peers and targets, which is material credit/risk commentary.",Discusses loss rates compared to peers and targets,,,97b0d184f0de48d6a9320516c2098834525789a4
50324,PLTR_Q3-2024,"When you look at the legacy software companies, I'm not sure they understand it yet.",0,3,False,substantive,substantive,substantive,Comments on legacy software companies and understanding of a business issue.,Expresses management's view/attitude about legacy software companies' understanding of a competitive topic.,Commentary on legacy software companies' understanding of market dynamics,,,97b0d184f0de48d6a9320516c2098834525789a4
27622,GS_Q3-2025,I think one of the things to frame is that we're in an environment at the moment where CEOs think that the opportunity to get things done strategically is now possible after being in a period of time where they felt it was not possible.,0,3,False,substantive,substantive,substantive,Describes market conditions and strategic opportunity.,Commentary on CEO sentiment and strategic M&A environment — substantive market/demand context.,Discusses strategic opportunity for CEOs in current business environment,,,97b0d184f0de48d6a9320516c2098834525789a4
41212,JPM_Q4-2024,"There are a bunch of examples elsewhere, but we talk a lot about building down inside the Markets business, inside Investment Banking and finding the places where even -- where, at the aggregate, global sector level, we look great, and in any given region, in any given subsector, we can do better.",0,3,False,substantive,substantive,substantive,Discusses business performance and areas for improvement.,Describes specific strategy of identifying improvement opportunities within Markets and Investment Banking at regional and subsector levels.,Details specific business strategies for Markets and Investment Banking,,,97b0d184f0de48d6a9320516c2098834525789a4
14278,C_Q3-2025,"And so while we have seen good performance in the stock over the course of the year, we're still at and around kind of 1x tangible book value, and I think there's more upside to the stock.",0,3,False,substantive,substantive,substantive,Comments on stock performance and upside.,"Discusses stock performance, tangible book value valuation, and management's view on upside potential.",discusses stock valuation and upside potential (business context),,,97b0d184f0de48d6a9320516c2098834525789a4
18220,FAST_Q2-2025,And maybe this one is also for Jeff to start off.,3,0,False,boilerplate,boilerplate,boilerplate,Generic speaker handoff.,Process-driving transition sentence handing off to a speaker without naming a specific business topic.,Analyst name intro for Jeff,,,97b0d184f0de48d6a9320516c2098834525789a4
47391,NVDA_Q3-2026,Presenter Speech Executives - Vice President of Investor Relations & Strategic Finance Thank you.,3,0,False,boilerplate,boilerplate,boilerplate,Speaker intro and thanks.,"Generic thank-you from a speaker introduction, no business content.",Analyst/speaker introduction and generic thanks,,,97b0d184f0de48d6a9320516c2098834525789a4
32105,INTC_Q4-2024,"[Operator Instructions] As a reminder, today's program is being recorded.",3,0,False,boilerplate,boilerplate,boilerplate,Operator instruction and recording notice.,Operator instructions and recording notice — standard call administration language.,Operator instructions about recording the call,,,97b0d184f0de48d6a9320516c2098834525789a4
8963,BLK_Q3-2024,"So we're focused on driving differentiated organic growth, meeting our 5% organic growth targets through the cycle, driving operating leverage.",0,3,False,substantive,substantive,substantive,States growth and operating leverage priorities.,States specific strategic priorities including 5% organic growth targets and operating leverage objectives.,Strategic focus on organic growth targets and operating leverage,,,97b0d184f0de48d6a9320516c2098834525789a4
34557,JNJ_Q2-2024,"And is the strategy for J&J, does it have to change to adapt to the evolving market there?",0,3,False,substantive,substantive,substantive,Asks about strategy and market adaptation.,Business-related question about J&J's strategy and whether it needs to adapt to evolving market conditions.,Strategy question about market adaptation indicates business decision relevance,,,97b0d184f0de48d6a9320516c2098834525789a4
45863,NVDA_Q1-2026,These GeForce RTX 5060 and 5060 Ti desktop GPUs and laptops are now available.,0,3,False,substantive,substantive,substantive,Announces product availability.,Announces availability of specific GPU products (GeForce RTX 5060 and 5060 Ti) for desktop and laptops.,Announces availability of specific new products (GPUs),,,97b0d184f0de48d6a9320516c2098834525789a4
35707,JNJ_Q3-2025,"And as Abiomed, Shockwave and the other businesses have higher growth profiles, margin improvements initiatives that are already underway under Tim's leadership, it will have a more muted impact as it goes forward.",0,3,False,substantive,substantive,substantive,Comments on business mix and margin initiatives.,"Discusses growth profiles and margin improvement initiatives for specific business units (Abiomed, Shockwave) under named leadership.","Discusses margin improvements, growth profiles, and leadership impact",,,97b0d184f0de48d6a9320516c2098834525789a4
49392,PLTR_Q1-2025,Green Suitors developed the Hurricane Helene Rescue common operating picture in 5 days.,0,3,False,substantive,substantive,substantive,Describes a specific operational achievement.,Describes a specific operational achievement — developing a rescue tool in 5 days — demonstrating a concrete business/product delivery.,Specific achievement in developing rescue operations within timeframe,,,97b0d184f0de48d6a9320516c2098834525789a4
4266,AVGO_Q1-2026,"So with that, let me turn the call over to Kirsten.",3,0,False,boilerplate,boilerplate,boilerplate,Simple call handoff.,Pure call hand-off transition with no specific business topic named.,Process-driving transition without specific business topic,,,97b0d184f0de48d6a9320516c2098834525789a4
42718,NKE_Q2-2025,"Elliott, did you think -- you gave us some commentary around how you're planning the near-term investments in the business.",0,3,False,substantive,substantive,substantive,References planned near-term business investments.,"References specific near-term investment planning commentary, directing a business-related follow-up question.",Question about near-term investments in business,,,97b0d184f0de48d6a9320516c2098834525789a4
42794,NKE_Q2-2025,"First, as I said, a number of these actions we had underway, and Elliott has provided a perspective that we accelerate them.",0,3,False,substantive,substantive,substantive,Mentions actions underway and accelerating them.,"Describes specific actions underway and Elliott's role in accelerating them, material strategic/operational content.",Mentions accelerating actions with specific perspective,,,97b0d184f0de48d6a9320516c2098834525789a4
15938,C_Q4-2025,"So first thing is, we did have good fee growth this year.",0,3,False,substantive,substantive,substantive,Reports fee growth performance.,Reports good fee growth for the year — financial performance commentary.,States specific fee growth achievement,,,97b0d184f0de48d6a9320516c2098834525789a4
8725,BLK_Q3-2024,"At present, based on our capital spending plans for the year and subject to market and other conditions, we still anticipate repurchasing at least $375 million of shares in the fourth quarter, consistent with our previous guidance.",0,3,False,substantive,substantive,substantive,Gives share repurchase guidance with a dollar amount.,Provides specific share repurchase guidance of at least $375 million for Q4.,Specific share repurchase guidance with financial metric,,,97b0d184f0de48d6a9320516c2098834525789a4
25308,GS_Q1-2025,And if you can contextualize just how negative the last 10 days have been following a very strong 1Q and how we should think about just where clients are as we go back to debating good volatility versus bad volatility.,0,3,False,substantive,substantive,substantive,Asks about client conditions and volatility impact.,"Business-related Q&A question about client behavior, recent market conditions, and the good vs. bad volatility debate.","Asks about client behavior and volatility context post-strong Q1, implying strategic market assessment",,,97b0d184f0de48d6a9320516c2098834525789a4
30777,INTC_Q2-2025,"It'd be something like $14 billion, $14.5 billion for the year.",0,3,False,substantive,substantive,substantive,Provides a financial estimate for the year.,Provides specific numerical financial guidance (~$14–$14.5 billion for the year).,Specific financial figure for annual investment,,,97b0d184f0de48d6a9320516c2098834525789a4
937,AMD_Q2-2024,The Data Center segment accounted for nearly 50% of total revenue led primarily by the steep ramp of AMD Instinct GPUs and a strong double-digit percentage EPYC server revenue growth.,0,3,False,substantive,substantive,substantive,Gives segment revenue mix and growth details.,"Provides specific segment revenue breakdown (~50% of total), driven by AMD Instinct GPU ramp and EPYC server growth.",Specific revenue breakdown with product and growth metrics,,,97b0d184f0de48d6a9320516c2098834525789a4
9540,BLK_Q4-2023,"We're also very excited to announce our agreement to acquire Global Infrastructure Partners, and I'd like to welcome all our new partners from GIP.",0,3,False,substantive,substantive,substantive,Announces a specific acquisition agreement.,"Announces a specific acquisition agreement (Global Infrastructure Partners) and welcomes new partners, which is material business content.","Announced acquisition of Global Infrastructure Partners, specific action",,,97b0d184f0de48d6a9320516c2098834525789a4
55173,WFC_Q4-2024,"Credit card revenue grew 3% from a year ago as loan balances increased, and card fees grew from a higher point of sale volume.",0,3,False,substantive,substantive,substantive,Provides revenue growth and volume drivers.,"Provides specific financial metrics: credit card revenue growth of 3%, loan balance increases, and card fee growth from higher point-of-sale volume.",Contains specific financial metric (credit card revenue growth) and causal explanation (loan balances increasing),,,97b0d184f0de48d6a9320516c2098834525789a4
38929,JPM_Q2-2024,"And then very importantly, do you see the same trend happening on the asset-backed finance side because that's a bigger part of the world and it's a bigger part of your business?",0,3,False,substantive,substantive,substantive,Asks about a business trend in asset-backed finance.,Business-related Q&A question about asset-backed finance trends and their impact on the company.,Asks about asset-backed finance trends in business,,,97b0d184f0de48d6a9320516c2098834525789a4
42938,NKE_Q2-2026,"Said another way, our growth will come from sport, athletes, product innovation, sport moments and will be scaled through countries, channels and accounts.",0,3,False,substantive,substantive,substantive,Describes growth drivers and scaling channels.,Describes the company's growth strategy and the specific drivers and scaling mechanisms.,"Identifies specific growth drivers: sport, athletes, product innovation, sport moments, and scaling through countries/channels/accounts",,,97b0d184f0de48d6a9320516c2098834525789a4
5629,AVGO_Q3-2025,"Nothing like what AI bookings look like, but 23% is still pretty good, right?",0,3,False,substantive,substantive,substantive,Comments on bookings performance and compares it to AI bookings.,Comparative commentary on 23% bookings growth relative to AI bookings — substantive performance assessment.,AI bookings growth context with comparative metric (23%),,,97b0d184f0de48d6a9320516c2098834525789a4
8479,BLK_Q2-2025,That's primarily driven by the onboarding of our 3 acquisitions.,0,3,False,substantive,substantive,substantive,Attributes results to acquisitions.,Attributes a specific business driver (onboarding of 3 acquisitions) to a financial or operational outcome — material business explanation.,Identifies specific cause for demand growth (acquisitions) with business impact,,,97b0d184f0de48d6a9320516c2098834525789a4
23625,FDX_Q3-2026,"But just big picture, on one hand, given the strong base and kudos to you on a very good Q3 outcome, you're assuming less of a sequential step-up.",0,3,False,substantive,substantive,substantive,Comments on expected sequential performance.,References a strong Q3 outcome and discusses the assumption of a smaller sequential step-up — substantive Q&A commentary on financial performance and guidance.,Refers to Q3 performance and strategic assumptions about future growth,,,97b0d184f0de48d6a9320516c2098834525789a4
8452,BLK_Q2-2025,"So with Great Gray, we're going to provide the underlying index equity as well as fixed income exposures as well as our private equity exposures through our product, BlackRock Private Investment Fund, BPIF.",0,3,False,substantive,substantive,substantive,Describes product exposures being provided through a fund.,"Describes specific product offerings and strategy related to the Great Gray partnership, including named products and asset classes.",Details on product offerings and exposures,,,97b0d184f0de48d6a9320516c2098834525789a4
15623,C_Q4-2024,"But first, a concrete question about the targets, please.",0,3,False,substantive,substantive,substantive,Introduces a concrete business question about targets.,"Signals an analyst is about to ask a specific question about financial targets, previewing a substantive business topic.","Asks concrete question about targets, indicating business focus",,,97b0d184f0de48d6a9320516c2098834525789a4
20347,FAST_Q4_2025,"And in that regard, we had incredibly strong progress throughout the year.",0,3,False,substantive,substantive,substantive,Summarizes strong business progress.,High-level summary asserting strong business progress throughout the year.,Assessment of strong year-over-year progress,,,97b0d184f0de48d6a9320516c2098834525789a4
6483,BLK_Q1-2024,"So with that, I'll turn it over to Martin.",3,0,False,boilerplate,boilerplate,boilerplate,Generic handoff to the next speaker.,Simple hand-off transition with no specific business topic named.,Process-driving transition without specific business topic,,,97b0d184f0de48d6a9320516c2098834525789a4
52936,WFC_Q2-2024,The 7% decline in noninterest expense in the first quarter was primarily driven by seasonally higher personnel expense in the first quarter.,0,3,False,substantive,substantive,substantive,Explains the cause of expense decline.,"Explains the 7% decline in noninterest expense and attributes it to seasonally higher personnel costs, a specific financial result with causal explanation.",Explains cause of expense decline with specific metric,,,97b0d184f0de48d6a9320516c2098834525789a4
54911,WFC_Q4-2023,And so I wouldn't try to generalize yet until we see more transactions and more data points.,0,3,False,substantive,substantive,substantive,Gives a business-related caution about transactions and data.,"Management caution about generalizing from limited transaction data, reflecting analytical stance on business trends.",Reflects on data requirements before generalizing business outcomes,,,97b0d184f0de48d6a9320516c2098834525789a4
51776,PLTR_Q4-2025,"It's like I'm constantly -- before these calls, I get 50 texts, could you please be more modest?",3,0,False,boilerplate,boilerplate,boilerplate,Personal aside without business content.,Conversational aside about pre-call texts asking for modesty; no material business content.,"Self-deprecating humor about text volume, not business content",,,97b0d184f0de48d6a9320516c2098834525789a4
48136,NVDA_Q4-2024,You also pointed out that you expect that contribution to continue to be about a mid-single-digit percent of your total Data Center business.,0,3,False,substantive,substantive,substantive,Gives a forecast about business contribution.,References a specific financial expectation about Data Center business contribution (mid-single-digit percent).,Expected contribution to Data Center business is a financial metric,,,97b0d184f0de48d6a9320516c2098834525789a4
31226,INTC_Q3-2024,"And so now we're going to be more measured, I think, as we look to increasing our shell capacity.",0,3,False,substantive,substantive,substantive,Discusses plans to increase shell capacity.,States a forward-looking strategic decision to be more measured in increasing shell capacity.,Measuring shell capacity increase strategy,,,97b0d184f0de48d6a9320516c2098834525789a4
11453,C_Q1-2024,And that will be an important tailwind that kind of plays through.,0,3,False,substantive,substantive,substantive,Forward-looking business impact statement.,"References a specific business tailwind and its expected ongoing impact, consistent with anchor example language.",Predicts future business impact (tailwind) for the company,,,97b0d184f0de48d6a9320516c2098834525789a4
51813,WFC_Q1-2024,"Before we get started, I would like to remind you that our first quarter earnings materials, including the release, financial supplement and presentation deck are available on our website at wellsfargo.com.",3,0,False,boilerplate,boilerplate,boilerplate,Website materials availability notice.,Standard reminder about availability of earnings materials and website navigation cue.,Standard disclosure about earnings materials availability,,,97b0d184f0de48d6a9320516c2098834525789a4
43617,NKE_Q3-2024,"Would you -- obviously, that's a very important market for you, a lot of important things for us to think about in that market.",0,3,False,substantive,substantive,substantive,Refers to an important market and related business considerations.,References a specific market as important and signals substantive discussion about it.,"Discusses important market considerations, indicating strategic focus on a key market",,,97b0d184f0de48d6a9320516c2098834525789a4
26592,GS_Q2-2025,"On Page 9, firm-wide net interest income was $3.1 billion in the second quarter, up sequentially on an increase in interest-earning assets.",0,3,False,substantive,substantive,substantive,Gives a financial result with a driver.,"Reports specific financial result: firm-wide net interest income of $3.1 billion in Q2, up sequentially, with a stated driver.",Provides specific financial metric with sequential growth context,,,97b0d184f0de48d6a9320516c2098834525789a4
30865,INTC_Q3-2024,"There was also a sizable impairment mostly related to Intel 7 equipment and space, reflecting excess COVID-era spending that we have concluded cannot migrate to more advanced nodes now that we have fully transitioned to EUV processing.",0,3,False,substantive,substantive,substantive,Describes a material impairment and its cause.,"Describes a sizable impairment tied to Intel 7 equipment, excess COVID-era spending, and the transition to EUV processing — specific operational and financial detail.",Details specific impairment cause and impact on financials,,,97b0d184f0de48d6a9320516c2098834525789a4
41613,JPM_Q4-2025,But the tech spend is always one of the harder ones to measure and evaluate.,0,3,False,substantive,substantive,substantive,Comments on tech spend measurement and evaluation.,"Commentary on the difficulty of measuring tech spend, reflecting a business assessment relevant to strategy or evaluation.",Discussion of tech spend measurement challenges,,,97b0d184f0de48d6a9320516c2098834525789a4
21857,FDX_Q2-2025,"In a downturn, you need new customers to be able to add to the portfolio.",0,3,False,substantive,substantive,substantive,Comments on customer needs in a downturn.,"Provides strategic commentary on customer acquisition dynamics during a downturn, a substantive business risk/strategy point.",Discusses business strategy in downturn context,,,97b0d184f0de48d6a9320516c2098834525789a4
20222,FAST_Q4_2025,This is a powerful indicator of really how deeply embedded Fastenal has become our customers' daily operations.,0,3,False,substantive,substantive,substantive,Describes customer usage and operational embedding.,Assesses Fastenal's strategic positioning and depth of integration into customers' daily operations.,States deep customer integration through daily operations,,,97b0d184f0de48d6a9320516c2098834525789a4
22502,FDX_Q3-2024,"As we have mentioned in previous calls, we are also experiencing a continued headwind for the United States Postal Service, which has reduced volume.",0,3,False,substantive,substantive,substantive,Describes a customer-related volume headwind.,"Identifies a continued volume headwind from the U.S. Postal Service, a specific operational/demand risk factor.","Discusses US Postal Service headwind reducing volume, a business impact",,,97b0d184f0de48d6a9320516c2098834525789a4
52781,WFC_Q1-2025,They've gone out of their way to help the rest of the company by giving up balance sheet.,0,3,False,substantive,substantive,substantive,Comments on balance sheet support for the company.,"Describes a specific action by a business unit (giving up balance sheet) to support the rest of the company, reflecting operational/capital allocation behavior.",Specific action to give up balance sheet for company benefit,,,97b0d184f0de48d6a9320516c2098834525789a4
53256,WFC_Q2-2024,"And as rates start to come down, you'll probably see more demand there.",0,3,False,substantive,substantive,substantive,Gives a demand outlook tied to rates.,Forward-looking statement about expected demand increase as interest rates decline.,Predicts demand changes based on interest rate trends,,,97b0d184f0de48d6a9320516c2098834525789a4
15021,C_Q4-2023,"Again, I mean, when I think about our interest rate exposure and for U.S. dollar, in particular, we showed it in our last Q, we'll show it in this Q for a 100 basis point move in a parallel shift, we're looking at probably a negative $1.6 billion or so.",0,3,False,substantive,substantive,substantive,Gives a specific interest rate exposure estimate.,Provides specific quantitative interest rate sensitivity figure (~negative $1.6 billion for 100 bps parallel shift).,Quantitative interest rate exposure impact with specific figure,,,97b0d184f0de48d6a9320516c2098834525789a4
39105,JPM_Q2-2024,"You may disconnect your line, and enjoy the rest of your day.",3,0,False,boilerplate,boilerplate,boilerplate,Call wrap-up and disconnect instruction.,Standard call closing/disconnect instruction with no business content.,Generic thank you for joining,,,97b0d184f0de48d6a9320516c2098834525789a4
20714,FDX_Q1-2025,"Our first quarter results were negatively affected by soft revenue trends, with a global decline in priority volume and growth in deferred volume.",0,3,False,substantive,substantive,substantive,Describes quarterly results and volume trends.,"Describes Q1 results being negatively affected by soft revenue, global decline in priority volume, and growth in deferred volume — material operational commentary.",Describes specific business impact with revenue trends and volume changes,,,97b0d184f0de48d6a9320516c2098834525789a4
55507,WFC_Q4-2024,What we think about is that we are very disciplined in our approach in a very linear way towards where we are today versus where we want to go.,0,3,False,substantive,substantive,substantive,Describes strategy and progress toward business goals.,"Describes management's disciplined strategic approach and direction, conveying business strategy.",Discipline in business approach with strategic intent,,,97b0d184f0de48d6a9320516c2098834525789a4
15471,C_Q4-2024,And so what are the specific mile markers that Citi needs to see in order to increase that pacing from that $1.5 billion a quarter to something that is more suggestive of a pace that would be in line with that $20 billion authorization.,0,3,False,substantive,substantive,substantive,Asks about business-specific capital pacing and authorization.,Business-related Q&A question about specific capital return pacing milestones tied to a $20 billion buyback authorization.,Specific pacing target discussion with financial metrics,,,97b0d184f0de48d6a9320516c2098834525789a4
51708,PLTR_Q4-2025,"And again, but the issue ends up being their issue more than our issue.",0,3,False,substantive,substantive,substantive,States a business issue and relative impact.,"Conveys a business risk/responsibility assessment, indicating the issue belongs more to the counterparty than to the company.",Statement about issue ownership in business context,,,97b0d184f0de48d6a9320516c2098834525789a4
31543,INTC_Q3-2025,"In fact, we don't get there until the end of the decade.",0,3,False,substantive,substantive,substantive,Gives a timeline for reaching a business milestone.,"States a specific timeline (end of decade) for reaching a business milestone, conveying a forward-looking operational or financial expectation.",Future-oriented statement about timeline for a business outcome,,,97b0d184f0de48d6a9320516c2098834525789a4
8240,BLK_Q2-2025,"Our as-adjusted tax rate for the second quarter was approximately 25%, and we continue to estimate that 25% is a reasonable projected tax run rate for the remainder of 2025.",0,3,False,substantive,substantive,substantive,Provides tax rate results and forward guidance.,Provides specific tax rate figures and forward guidance on tax run rate for the remainder of 2025.,Provides specific tax rate and projection for 2025,,,97b0d184f0de48d6a9320516c2098834525789a4
24154,FDX_Q4-2024,"Rigor in the planning and the technology and the tools that Scott, Ray, and John have, have worked.",0,3,False,substantive,substantive,substantive,Refers to planning and technology execution.,"Positive assessment of specific individuals' planning, technology, and tools contributing to business outcomes.",Pronoun-heavy sentence referring to planning/tech tools with business context,,,97b0d184f0de48d6a9320516c2098834525789a4
51309,PLTR_Q4-2024,"And that Ontology and our willingness to stick to our guns, again, because there's been billions and billions and billions of dollars invested in large language models, the idea that you could dare to build a product that was built on the assumption that the power of large language models would be the ability to operationalize them in the context of the enterprise in common language.",0,3,False,substantive,substantive,substantive,Explains product strategy and enterprise AI positioning.,Describes the company's strategic product philosophy and differentiation around enterprise large language model operationalization.,Detailed explanation of company's strategy and investment in LLMs with business implications,,,97b0d184f0de48d6a9320516c2098834525789a4
15612,C_Q4-2024,And we're going to continue to focus on how do we bring down stranded cost.,0,3,False,substantive,substantive,substantive,Discusses a specific cost-reduction focus.,States a future business priority around cost reduction strategy.,Focus on reducing stranded costs is a strategic business action,,,97b0d184f0de48d6a9320516c2098834525789a4
10819,BLK_Q4-2025,"Well, I would say, first and foremost, Asia capital markets grew faster than the U.S. capital markets.",0,3,False,substantive,substantive,substantive,Compares capital markets growth across regions.,Provides a comparative performance observation that Asia capital markets grew faster than U.S. capital markets — material regional business commentary.,Market comparison with specific capital markets,,,97b0d184f0de48d6a9320516c2098834525789a4
25166,GS_Q1-2024,"And then after that, we would, of course, as you know, continue to be focused on a sustainable and growing dividend.",0,3,False,substantive,substantive,substantive,States dividend policy and capital allocation focus.,States a capital allocation priority — commitment to a sustainable and growing dividend as a continued focus.,Commitment to sustainable dividend growth,,,97b0d184f0de48d6a9320516c2098834525789a4
15106,C_Q4-2024,"I'd like to remind you that today's presentation, which is available for download on our website, citigroup.com, may contain forward-looking statements which are based on management's current expectations and are subject to uncertainty and changes in circumstances.",3,0,False,boilerplate,boilerplate,boilerplate,Safe-harbor forward-looking statement disclaimer.,Standard safe-harbor / forward-looking statements disclaimer language.,Forward-looking statement disclaimer (standard boilerplate),,,97b0d184f0de48d6a9320516c2098834525789a4
26781,GS_Q2-2025,We have tons of clients across multiple segments of the firm that would like us to support them more with their desire for financing.,0,3,False,substantive,substantive,substantive,Describes client demand for financing support.,"Describes client demand across multiple segments for financing support, indicating a business opportunity and client strategy.",Discusses client segments and financing support as business strategy,,,97b0d184f0de48d6a9320516c2098834525789a4
34959,JNJ_Q2-2025,"In fact, we recently received FDA approval for an IFU update to incorporate and optimized flow rate, which further advances the product's performance.",0,3,False,substantive,substantive,substantive,Mentions FDA approval and product performance improvement.,Reports recent FDA approval for an IFU update with optimized flow rate — specific regulatory/product milestone.,FDA approval for product update with performance impact,,,97b0d184f0de48d6a9320516c2098834525789a4
698,AMD_Q1-2025,I think all of those pieces are things that we are investing in.,0,3,False,substantive,substantive,substantive,Discusses areas the company is investing in.,"States that the company is actively investing in specific areas (referenced in context), indicating capital allocation intent.",Explicit investment commitment to specific business pieces,,,97b0d184f0de48d6a9320516c2098834525789a4
40106,JPM_Q3-2024,But deposit margins are still well above where they were when rates were at levels that are consistent with where the forward curve is -- now has been going.,0,3,False,substantive,substantive,substantive,"Discusses deposit margins and rate levels, which is business performance content.","Discusses deposit margin levels relative to interest rate environment, which is material financial commentary.","Discusses deposit margins and forward curve relationship, indicating business-specific financial metric analysis",,,97b0d184f0de48d6a9320516c2098834525789a4
4987,AVGO_Q2-2025,I just wanted to ask maybe following up on the scale-out opportunity.,0,3,False,substantive,substantive,substantive,Business-related question about a scale-out opportunity.,Business-related question in Q&A about the scale-out opportunity.,Follow-up on scale-out opportunity implies business strategy discussion,,,97b0d184f0de48d6a9320516c2098834525789a4
23317,FDX_Q3-2025,"If you could just talk about that relative to where you were last year and where you are now, that would be helpful.",0,3,False,substantive,substantive,substantive,Business-related question about prior and current status.,"Analyst question asking for comparison of business position year-over-year, which is a substantive business inquiry.",Asks for comparative business context (last year vs current),,,97b0d184f0de48d6a9320516c2098834525789a4
2529,AMD_Q4-2023,"In addition, we expect first quarter non-GAAP gross margin to be approximately 52%.",0,3,False,substantive,substantive,substantive,Provides margin guidance.,Provides specific Q1 non-GAAP gross margin guidance of approximately 52%.,Specific financial guidance,,,97b0d184f0de48d6a9320516c2098834525789a4
40229,JPM_Q3-2025,"And then importantly, are you seeing differentiated credit fundamentals across public and private markets because there's been a lot of discussion about that lately, and I feel like you're like in the best position to help us.",0,3,False,substantive,substantive,substantive,"Asks about credit fundamentals across markets, a business topic.",Business-related Q&A question about credit fundamentals across public and private markets — substantive analyst inquiry.,Asks about credit fundamentals with business context for market analysis,,,97b0d184f0de48d6a9320516c2098834525789a4
18224,FAST_Q2-2025,"But the reason is that team has been extremely successful for the districts, for their regions as a whole.",0,3,False,substantive,substantive,substantive,Explains why the team is successful in its districts and regions.,"Provides a specific assessment of a team's success and its impact on districts and regions, a performance-related management view.","Highlights team success in districts/regions, reflecting business performance",,,97b0d184f0de48d6a9320516c2098834525789a4
